IP Address,Censored Keyword,Result Code,TTL difference,Censored T_TTL,Control T_TTL,Control Response Type,Censorship Response Type,Payloads Differ,Control Payload,Censored Payload,On Path?,Middlebox IP before,AS/Country,Middlebox IP,AS/Country,Middlebox IP after,AS/Country,RR IPs Censored,RR IPs Uncensored,Censored response IP features,Control response IP features,Middlebox differences,All differences
195.64.201.42,psiphon.ca,ResponseCode.TERMINATING_TTL_PAST_CONTROL,21,38,17,TLS,RST,True,ApplicationResponse.TLS,NetworkResponse.RST,False,,,,,,,{},{},"["""", ""0"", ""2"", ""1"", ""8192"", ""[]"", ""R""]","[""DF"", ""0"", ""41"", ""21269"", ""29200"", ""[]"", ""PA""]",null,"{""0"": [""Partial TCP""], ""1"": [""Partial TCP""], ""2"": [""IP::TTL"", ""Partial TCP"", ""IP::CheckSum""], ""3"": [""IP::TTL"", ""Partial TCP"", ""IP::CheckSum""], ""4"": [""IP::TTL"", ""Partial TCP"", ""IP::CheckSum""], ""5"": [""IP::TTL"", ""IP::CheckSum""], ""6"": [""IP::TTL"", ""Partial TCP"", ""IP::CheckSum""], ""7"": [""IP::TTL"", ""IP::CheckSum""], ""8"": [""IP::TTL"", ""IP::CheckSum""], ""9"": [""IP::TTL"", ""IP::CheckSum""], ""10"": [""IP::TTL"", ""IP::CheckSum""], ""11"": [""IP::TTL"", ""Partial TCP"", ""IP::CheckSum""], ""12"": [""IP::TTL"", ""Partial TCP"", ""IP::CheckSum""], ""13"": [""IP::TTL"", ""Partial TCP"", ""IP::CheckSum""], ""14"": [""IP::TTL"", ""Partial TCP"", ""IP::CheckSum""], ""15"": [""IP::TTL"", ""Partial TCP"", ""IP::CheckSum""], ""16"": [""IP::TTL"", ""IP::TOS"", ""Partial TCP"", ""IP::CheckSum""], ""17"": null, ""18"": null}"
